status_label,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
alive,45.27,21.829,1.172,11.904,8.606,7.411,20.512,164.6519,54.543,80.147,0.041,10.732,32.714,7.035,22.941,54.543,8.811,42.639
failed,227.406,1175.91,37.955,-87.872,119.821,-136.943,3.9,20.8317,1506.867,354.383,137.96,-125.827,330.957,175.715,-288.519,1506.867,390.029,1594.739
alive,11.415,4.575,0.056,3.837,0.0,3.744,6.953,128.5926,8.412,12.831,0.0,3.781,3.837,1.992,-6.429,8.412,6.653,4.575
failed,166.421,152.035,9.574,-38.52,29.491,-62.887,70.657,221.695,210.971,256.64,110.859,-48.094,58.936,150.942,-255.26,210.971,269.729,249.491
alive,7549.0,24817.0,773.0,2951.0,1174.0,1400.0,3656.0,20879.6293,30721.0,34214.0,4231.0,2178.0,5904.0,7974.0,4910.0,30721.0,17386.0,27770.0
alive,203.314,405.509,20.765,95.507,77.598,42.164,9.467,635.4054,669.393,409.098,1.948,74.742,263.884,57.199,195.061,669.393,105.677,573.886
failed,82.28,18.536,4.576,17.88,0.298,5.427,9.385,233.6256,79.254,94.952,0.0,13.304,60.718,45.112,-198.841,79.254,45.62,61.374
failed,33.727,282.78,10.457,3.62,19.329,-17.725,13.73,41.2641,304.507,100.019,34.552,-6.837,21.727,30.2,25.405,304.507,65.752,300.887
failed,2.133,19.463,1.4,-12.144,0.622,-40.105,0.245,21.7563,7.319,13.569,0.779,-13.544,-12.144,53.542,-260.08,7.319,58.553,19.463
failed,1.159,2.881,1.135,-13.916,0.475,-32.626,0.581,13.3645,4.339,9.515,1.507,-15.051,1.458,19.763,-78.789,4.339,21.27,18.255
alive,22.901,47.381,2.194,7.449,12.13,2.389,7.695,13.7653,79.501,30.762,6.183,5.255,32.12,10.22,6.935,79.501,16.403,72.052
failed,703.307,821.362,65.514,208.785,165.438,124.308,216.674,623.8487,1133.803,2335.273,739.874,143.271,312.441,154.863,567.39,1133.803,1112.447,925.018
failed,145.121,382.342,14.266,18.017,65.674,-36.121,66.689,41.1551,457.642,224.464,15.714,3.751,75.3,127.31,-52.694,457.642,155.879,439.625
alive,4.016,5.926,6.624,-6.338,0.0,-5.006,1.384,43.5715,18.415,25.392,0.245,-12.962,12.489,14.82,-261.425,18.415,17.338,24.753
failed,6.578,0.12,0.239,-3.714,0.038,-3.927,0.18,37.8239,1.303,6.782,0.0,-3.953,1.183,1.184,-49.167,1.303,1.184,5.017
alive,652.804,1071.959,262.658,709.462,43.402,156.312,457.659,4281.4367,1875.162,4265.37,360.0,446.804,803.203,232.638,2632.024,1875.162,1457.905,1165.7
alive,495.3,412.0,27.4,124.4,234.5,51.6,163.6,1273.5346,698.1,1040.1,463.9,97.0,286.1,151.8,35.9,698.1,649.9,573.7
alive,8.82,21.7,0.809,0.188,1.785,0.111,4.37,414.2835,26.37,18.485,1.103,-0.621,4.67,12.655,-2.439,26.37,13.758,26.182
alive,2933.2,3074.4,449.0,1121.6,1089.5,810.7,701.5,8901.9709,5388.0,7195.1,2703.7,672.6,2313.6,1408.9,310.9,5388.0,4394.1,4266.4
alive,305.175,901.353,46.458,145.055,88.677,62.551,163.037,852.041,1046.408,1181.496,258.26,98.597,145.055,186.979,223.634,1046.408,700.308,901.353
alive,292.758,179.872,15.187,-39.512,0.0,-95.159,70.163,392.2168,272.18,339.846,121.059,-54.699,92.308,43.168,-140.296,272.18,168.558,311.692
alive,7960.0,11132.0,611.0,3460.0,1585.0,2870.0,3044.0,27671.7121,17924.0,19309.0,4589.0,2849.0,6792.0,2651.0,14266.0,17924.0,8739.0,14464.0
failed,793.505,1806.527,76.654,263.779,186.233,41.22,478.542,303.7961,2200.385,2444.867,1233.56,187.125,393.858,630.556,91.781,2200.385,2013.871,1936.606
failed,33.509,60.855,1.961,0.318,15.479,4.747,9.35,27.1031,86.223,47.492,0.036,-1.643,25.368,29.676,-47.34,86.223,31.704,85.905
alive,454.722,214.272,33.145,88.928,95.372,-26.823,62.543,1285.5113,452.972,811.13,2.944,55.783,238.7,100.769,147.207,452.972,134.779,364.044
failed,52.828,28.896,0.163,-5.808,0.0,-5.26,0.0,209.7613,23.088,53.296,0.0,-5.971,-5.808,13.82,-114.48,23.088,21.585,28.896
failed,30.402,14.717,53.162,53.652,0.0,34.337,16.002,286.3718,95.881,460.171,46.887,0.49,81.164,19.053,120.881,95.881,130.678,42.229
failed,363.146,508.524,35.0,99.111,143.838,18.057,142.766,508.6906,646.686,1147.894,386.755,64.111,138.162,143.47,202.502,646.686,648.279,547.575
alive,1.396,0.861,0.669,-0.445,0.04,-1.148,1.112,6.3655,7.627,2.031,0.078,-1.114,6.766,0.942,-0.581,7.627,1.02,8.072
failed,4558.0,6606.0,776.0,3831.0,364.0,1725.0,1328.0,23631.7607,10437.0,25539.0,11332.0,3055.0,3831.0,6350.0,-1370.0,10437.0,25064.0,6606.0
failed,82.878,649.134,14.939,13.87,27.45,-224.729,26.327,41.921,1014.244,386.98,0.0,-1.069,365.11,372.098,-656.274,1014.244,388.38,1000.374
alive,4.268,3.049,0.167,0.572,3.34,0.162,0.681,5.1407,6.085,6.892,0.0,0.405,3.036,2.72,-22.709,6.085,3.353,5.513
alive,750.619,275.308,42.507,64.896,89.652,7.513,102.989,892.5089,434.357,1021.898,126.466,22.389,159.049,396.31,199.863,434.357,570.974,369.461
failed,87.283,112.576,140.659,136.749,0.0,-89.57,76.262,2748.4901,371.509,2249.333,684.592,-3.91,258.933,35.102,-232.365,371.509,1016.889,234.76
alive,146.605,161.183,5.311,5.003,45.222,9.06,49.925,442.8696,249.081,169.092,0.0,-0.308,87.898,58.865,-11.651,249.081,58.865,244.078
alive,22.324,37.829,1.771,2.045,0.0,0.416,10.144,32.2854,63.812,38.794,5.0,0.274,25.983,8.291,-281.883,63.812,13.898,61.767
failed,531.529,1866.131,26.505,-1.701,240.521,-70.739,145.559,181.1124,2318.293,924.566,376.734,-28.206,452.162,348.324,-175.142,2318.293,813.598,2319.994
failed,1345.0,3193.0,279.0,618.0,392.0,437.0,508.0,1800.1375,4036.0,7047.0,3844.0,339.0,843.0,734.0,246.0,4036.0,5721.0,3418.0
failed,44.871,23.621,21.093,3.11,1.778,10.456,6.461,14.1053,73.121,226.966,153.383,-17.983,49.5,36.589,-1416.959,73.121,207.406,70.011
alive,267.1,1090.0,51.0,201.7,94.4,77.4,148.8,1967.9546,1417.8,908.8,275.7,150.7,327.8,221.9,77.2,1417.8,538.1,1216.1
failed,22.534,43.11,0.268,1.645,8.008,1.097,13.315,23.6557,52.526,24.305,2.178,1.377,9.416,6.965,-1.107,52.526,9.143,50.881
alive,1.09,0.605,0.031,-4.245,0.3,-4.937,0.164,20.898,0.727,1.716,0.012,-4.276,0.122,2.64,-10.486,0.727,2.652,4.972
alive,75.621,220.072,16.368,12.886,52.245,-15.137,7.922,133.8356,327.072,142.216,11.662,-3.482,107.0,66.955,-96.247,327.072,81.292,314.186
failed,648.479,2114.003,23.774,60.497,262.81,-22.261,184.687,755.0875,2607.988,1075.709,374.95,36.723,493.985,372.088,-195.9,2607.988,829.427,2547.491
failed,25.776,32.039,1.018,-31.028,0.0,-30.455,0.0,128.9317,1.011,30.483,7.155,-32.046,-31.028,7.24,-195.599,1.011,14.474,32.039
failed,2.966,4.707,0.231,-0.161,1.092,-0.282,0.629,57.095,8.157,6.101,0.04,-0.392,3.45,0.734,0.061,8.157,0.774,8.318
failed,47.025,48.449,1.474,4.477,29.778,0.031,11.115,27.6021,70.806,57.486,14.02,3.003,22.357,20.714,19.473,70.806,34.734,66.329
failed,206.139,289.0,73.479,282.754,12.079,191.777,54.371,299.897,611.633,1041.685,326.129,209.275,322.633,101.828,411.703,611.633,443.389,328.879
failed,14.03,74.565,3.383,-0.755,0.0,-7.103,9.946,20.9249,73.81,65.406,36.724,-4.138,-0.755,14.417,-56.381,73.81,56.406,74.565
failed,0.289,0.262,0.214,-6.642,0.0,-7.923,0.093,14.0718,0.629,2.017,0.302,-6.856,0.367,5.612,-33.323,0.629,5.925,7.271
alive,7640.9,1659.4,714.9,7100.9,929.9,4430.7,2485.4,59341.424,13452.9,25288.9,5936.5,6386.0,11793.5,3295.2,16016.6,13452.9,12257.3,6352.0
alive,3296.0,1672.0,157.0,2210.0,0.0,1156.0,991.0,26143.416,5313.0,8183.0,3468.0,2053.0,3641.0,2908.0,7036.0,5313.0,7020.0,3103.0
alive,5.648,7.732,0.087,3.437,0.0,2.871,1.309,59.831,14.676,115.672,16.562,3.35,6.944,2.437,-109.75,14.676,38.832,11.239
failed,5.677,3.61,0.063,2.456,0.0,1.879,0.432,27.9808,6.066,6.759,0.555,2.393,2.456,2.401,-6.102,6.066,2.956,3.61
alive,32.725,74.634,6.211,14.298,22.07,2.723,9.861,39.1834,96.912,116.743,36.102,8.087,22.278,9.076,15.275,96.912,56.537,82.614
failed,1046.0,3027.0,160.0,324.0,238.0,-57.0,727.0,522.8417,3603.0,2014.0,699.0,164.0,576.0,768.0,-566.0,3603.0,1766.0,3279.0
alive,35.484,92.753,0.581,8.583,15.21,4.968,15.42,35.5555,108.863,38.953,0.0,8.002,16.11,12.008,11.079,108.863,12.898,100.28
alive,30.579,74.912,0.618,-4.356,8.846,-6.033,21.193,6.297,100.153,32.489,0.0,-4.974,25.241,32.879,-137.867,100.153,38.021,104.509
alive,125.658,101.325,11.161,38.089,0.0,15.398,39.853,298.307,225.756,188.476,0.275,26.928,124.431,40.725,74.674,225.756,41.717,187.667
failed,4.717,10.716,0.409,-10.882,2.449,-9.232,0.953,5.0193,12.305,5.449,0.347,-11.291,1.589,7.609,-210.442,12.305,7.956,23.187
failed,292.423,19.073,5.102,34.912,35.892,12.405,30.186,584.0675,110.479,350.933,0.0,29.81,91.406,32.296,-66.954,110.479,32.296,75.567
failed,0.088,2.098,0.338,-1.875,0.0,-2.908,0.039,0.9024,0.223,0.724,0.553,-2.213,-1.875,9.345,-82.185,0.223,9.898,2.098
alive,0.02,0.364,0.151,-7.206,0.0,-7.365,0.0,20.9145,0.009,1.271,0.0,-7.357,-0.355,9.349,-114.554,0.009,9.349,7.215
failed,61.48,41.218,29.432,40.8,8.489,-7.685,7.33,47.0511,462.548,190.593,102.316,11.368,421.33,55.01,197.501,462.548,189.758,421.748
failed,292.642,490.093,11.268,43.731,0.0,19.984,144.653,507.4673,691.987,573.323,175.0,32.463,201.894,80.09,91.417,691.987,268.691,648.256
alive,3.784,19.41,0.07,-0.019,0.0,-0.995,1.703,1.0481,19.391,8.708,1.244,-0.089,-0.019,2.007,-6.515,19.391,3.251,19.41
failed,8.208,1.222,0.081,-1.894,0.0,0.022,0.155,28.683,0.523,9.873,0.021,-1.975,-0.699,8.375,-6.842,0.523,8.396,2.417
alive,2928.663,12100.09,167.369,786.677,1766.934,395.839,209.031,8525.3325,15326.552,4839.587,181.009,619.308,3226.462,2714.698,1224.296,15326.552,3017.659,14539.875
failed,6480.0,9991.0,2215.0,4965.0,420.0,858.0,3676.0,16993.2335,14956.0,49750.0,11766.0,2750.0,4965.0,7749.0,4499.0,14956.0,37397.0,9991.0
alive,785.003,1027.213,33.571,288.663,284.894,155.229,92.317,3080.0724,2090.648,1998.485,399.538,255.092,1063.435,283.166,356.355,2090.648,1056.328,1801.985
failed,19.56,17.965,0.855,-7.431,4.636,-21.129,4.373,41.2238,25.657,22.012,0.131,-8.286,7.692,11.745,-41.597,25.657,11.876,33.088
failed,20.222,70.24,6.919,11.003,8.787,-7.349,9.852,2.0426,87.901,54.44,0.406,4.084,17.661,82.211,-43.407,87.901,83.431,76.898
failed,18.677,26.063,0.713,0.293,9.798,-1.303,7.354,10.8066,44.026,34.552,6.647,-0.42,17.963,16.335,-7.132,44.026,22.982,43.733
alive,214.263,275.547,13.1,48.468,85.259,26.581,73.139,272.335,420.878,358.797,24.96,35.368,145.331,69.487,274.587,420.878,109.427,372.41
failed,24.77,235.123,6.079,17.914,0.0,8.079,11.31,100.6678,314.101,79.793,0.553,11.835,78.978,25.07,-68.267,314.101,35.311,296.187
failed,10.18,5.379,9.655,-2.205,0.0,-6.886,1.039,12.1334,14.487,61.665,21.5,-11.86,9.108,3.498,-17.986,14.487,26.587,16.692
alive,20.895,14.344,0.681,-8.753,5.718,-11.267,3.595,29.0791,19.846,22.151,0.0,-9.434,5.502,2.627,-108.202,19.846,2.859,28.599
alive,0.045,0.196,0.012,-0.822,0.027,-1.014,0.003,0.8791,0.112,0.194,0.0,-0.834,-0.084,3.373,-16.43,0.112,3.373,0.934
alive,118.008,87.119,5.803,26.998,20.345,20.589,20.612,401.3876,153.294,177.225,4.668,21.195,66.175,24.895,15.093,153.294,29.831,126.296
alive,1670.0,4396.0,384.0,751.0,714.0,431.0,682.0,2574.4822,5563.0,6185.0,1181.0,367.0,1167.0,926.0,877.0,5563.0,3295.0,4812.0
failed,204.022,74.136,217.701,288.629,0.0,-22.407,13.026,1201.3499,451.033,2224.804,1572.098,70.928,376.897,95.568,-956.376,451.033,1710.983,162.404
alive,47.541,95.779,1.852,2.978,37.403,0.012,4.944,11.87,162.515,53.496,0.04,1.126,66.736,36.272,5.405,162.515,36.482,159.537
alive,472.923,259.123,5.016,146.669,73.29,105.748,126.258,1064.5189,490.261,512.59,0.0,141.653,231.138,95.676,86.325,490.261,95.955,343.592
failed,92.489,210.448,258.95,329.358,3.5,-2.442,70.897,585.927,585.229,2698.505,1142.368,70.408,374.781,176.033,315.244,585.229,1633.155,255.871
failed,1.251,49.308,2.402,0.642,0.388,-13.739,0.232,6.3971,53.332,22.26,6.716,-1.76,4.024,16.714,-18.977,53.332,23.491,52.69
failed,80.362,178.439,36.022,138.462,11.123,98.249,35.964,917.5803,355.605,559.113,157.467,102.44,177.166,78.618,230.755,355.605,239.55,217.143
alive,95.193,40.985,1.051,-40.315,0.0,-42.483,0.0,148.361,0.67,112.142,16.477,-41.366,-40.315,5.967,-157.917,0.67,22.481,40.985
alive,0.002,0.851,0.263,-3.553,0.0,-6.005,0.002,33.9651,1.46,0.004,0.0,-3.816,0.609,5.642,-58.732,1.46,5.642,5.013
failed,6.608,2.583,0.003,-1.956,0.0,-1.61,1.808,8.3288,0.627,6.659,0.0,-1.959,-1.956,0.424,1.467,0.627,0.424,2.583
failed,3.734,89.707,2.622,5.251,0.647,0.943,1.261,5.9441,97.856,41.207,12.043,2.629,8.149,12.775,-3.203,97.856,26.664,92.605
failed,108.897,167.313,8.821,14.038,57.469,3.436,3.158,218.0364,280.389,239.119,0.0,5.217,113.076,27.065,222.758,280.389,28.585,266.351
failed,0.082,0.004,0.028,-2.424,0.0,-2.393,0.045,12.2865,0.051,0.263,0.035,-2.452,0.047,2.898,-7.391,0.051,2.933,2.475
alive,38.741,110.335,4.971,-5.969,24.572,-15.383,5.9,25.6182,182.233,107.682,12.561,-10.94,71.898,31.852,-19.753,182.233,60.116,188.202
failed,33.576,52.16,3.119,-2.823,19.69,-5.622,1.054,94.0007,113.175,40.977,0.136,-5.942,61.015,14.141,-89.427,113.175,14.987,115.998
alive,77.184,3.06,1.99,-2.473,0.0,19.482,17.769,168.5742,71.911,187.864,0.0,-4.463,68.851,21.613,-31.595,71.911,33.199,74.384
failed,194.504,53.157,211.885,109.603,0.0,-2.381,45.776,117.6214,197.399,1945.412,847.912,-102.282,144.242,67.906,36.569,197.399,1008.56,87.796
alive,17087.0,31105.0,10267.0,21573.0,0.0,4669.0,12847.0,64862.6048,65981.0,242223.0,37802.0,11306.0,34876.0,50867.0,6010.0,65981.0,134142.0,44408.0
failed,167.545,209.562,61.867,205.348,0.904,60.625,161.702,766.0976,453.321,1043.824,495.252,143.481,243.759,210.11,46.323,453.321,822.242,247.973
alive,5.16,2.249,0.631,-2.821,0.548,-3.511,1.481,62.7557,7.247,10.078,2.323,-3.452,4.998,3.138,-51.182,7.247,6.796,10.068
failed,196.773,197.762,96.248,-61.484,0.0,-203.782,29.728,676.0314,265.326,1383.675,526.281,-157.732,67.564,138.885,-1042.676,265.326,757.558,326.81
failed,24.382,16.111,0.477,1.529,12.71,0.715,10.607,4.5322,19.998,27.071,12.88,1.052,3.887,13.388,-15.214,19.998,26.341,18.469
failed,104.714,183.485,21.688,17.738,0.0,-5.918,20.261,285.3961,201.223,289.364,6.728,-3.95,17.738,45.233,-46.307,201.223,52.876,183.485
alive,4287.959,2769.233,325.743,3750.859,682.749,1934.632,751.969,32012.523,6669.266,10383.749,4203.863,3425.116,3900.033,857.135,2354.158,6669.266,5594.649,2918.407
failed,54.542,80.333,3.274,8.262,27.198,5.57,24.65,117.7806,105.073,103.074,0.0,4.988,24.74,35.642,13.067,105.073,35.642,96.811
alive,175.5,577.5,22.8,26.1,49.6,-24.4,104.6,232.397,745.7,432.5,181.5,3.3,168.2,135.5,-252.9,745.7,381.7,719.6
failed,58.97,96.692,6.724,-12.651,24.582,-29.072,31.873,17.6267,133.191,72.125,0.32,-19.375,36.499,64.169,-91.937,133.191,67.593,145.842
failed,27.019,160.27,1.051,6.349,0.0,1.583,21.767,16.2794,197.724,42.742,9.812,5.298,37.454,18.956,-5.563,197.724,30.138,191.375
failed,4.013,3.294,0.05,-2.18,1.11,-1.777,0.765,7.6727,5.57,4.385,0.0,-2.23,2.276,0.929,-9.04,5.57,0.932,7.75
failed,138.432,391.23,11.046,7.251,62.799,-13.157,63.612,24.6388,455.197,212.683,12.857,-3.795,63.967,134.036,-67.257,455.197,157.39,447.946
alive,107.662,40.495,14.288,-3.779,16.389,-31.794,12.301,638.4347,70.829,153.031,0.0,-18.067,30.334,16.761,-47.805,70.829,20.924,74.608
failed,149.102,104.696,16.261,3.848,0.0,-46.948,41.872,31.3698,108.544,519.023,598.567,-12.413,3.848,41.195,-248.118,108.544,768.455,104.696
failed,290.033,274.339,371.341,246.758,18.485,-242.506,16.681,38.3673,830.841,392.794,100.0,-124.583,556.502,271.284,-558.689,830.841,425.121,584.083
failed,1385.79,2814.214,214.151,448.367,660.408,-205.517,342.141,2318.8077,3722.707,4399.406,1063.36,234.216,908.493,887.976,-1161.877,3722.707,2720.502,3274.34
failed,18.732,159.537,2.438,4.123,1.959,-2.339,15.878,13.2553,177.054,30.118,4.883,1.685,17.517,18.336,-30.152,177.054,23.589,172.931
alive,24.408,45.807,0.933,-44.208,0.0,-37.762,0.785,52.5238,1.599,26.638,0.002,-45.141,-44.208,20.325,-269.757,1.599,20.327,45.807
failed,349.287,1451.538,50.687,-121.186,130.474,-206.458,18.306,193.1065,1838.663,512.189,138.54,-171.873,387.125,198.849,-151.867,1838.663,418.637,1959.849
failed,46.5,166.46,50.836,113.302,5.349,6.014,29.449,458.5904,279.762,896.467,624.219,62.466,113.302,76.463,-316.079,279.762,734.562,166.46
alive,120.352,58.729,10.026,-10.785,1.683,-28.52,11.359,116.4867,75.937,207.081,0.378,-20.811,17.208,24.293,-212.802,75.937,34.253,86.722
failed,84.923,156.093,9.174,7.004,32.747,-2.105,49.948,13.4067,174.673,165.88,47.819,-2.17,18.58,35.534,-11.506,174.673,90.634,167.669
failed,517.181,2318.879,140.859,291.763,133.074,-97.606,249.341,252.2295,2754.464,2557.885,1023.685,150.904,435.585,822.647,-101.049,2754.464,2045.809,2462.701
alive,7575.69,12751.286,241.635,1381.65,3609.389,810.474,2493.636,14012.8707,18735.073,12683.04,2432.133,1140.015,5983.787,5900.733,3226.134,18735.073,9211.049,17353.423
failed,4.918,3.078,0.256,-7.851,2.354,-4.35,1.272,18.2168,5.036,6.724,0.9,-8.107,1.958,7.358,-187.143,5.036,9.358,12.887
failed,87.891,211.854,13.713,2.055,35.175,-12.294,46.741,65.8908,232.074,222.755,65.075,-11.658,20.22,46.344,69.061,232.074,141.133,230.019
alive,297.099,540.477,13.555,37.6,137.684,9.439,103.016,344.043,661.858,468.824,2.4,24.045,121.381,124.952,305.893,661.858,135.562,624.258
failed,309.673,239.339,29.274,-44.614,27.694,-83.449,147.939,387.2544,301.642,473.609,91.074,-73.888,62.303,182.1,-340.253,301.642,306.704,346.256
failed,68.532,208.983,18.293,59.864,3.774,15.302,26.56,179.7304,290.049,544.123,200.241,41.571,81.066,53.438,165.743,290.049,310.373,230.185
alive,89.582,93.251,8.018,27.886,30.292,6.012,30.295,318.4651,140.033,338.371,110.995,19.868,46.782,16.67,20.439,140.033,184.639,112.147
alive,0.823,0.366,0.478,-2.876,0.045,-4.204,0.064,1.0758,0.984,1.624,0.0,-3.354,0.618,0.694,-6.214,0.984,0.694,3.86
alive,322.433,745.655,4.655,36.171,182.636,19.942,127.018,358.0817,841.887,359.032,52.099,31.516,96.232,186.93,69.826,841.887,239.546,805.716
failed,285.908,129.555,168.528,130.66,0.0,-48.961,52.551,926.4121,298.49,2803.147,1199.847,-37.868,168.935,312.302,-114.804,298.49,2067.618,167.83
failed,11.736,3.116,0.032,-10.731,0.0,-9.899,1.193,17.982,6.357,11.979,0.0,-10.763,3.241,4.087,-1264.276,6.357,4.67,17.088
alive,57.149,227.198,8.367,-18.711,17.218,-38.649,30.499,35.382,242.359,161.953,100.252,-27.078,15.161,56.728,-104.77,242.359,156.98,261.07
failed,10.841,14.697,1.013,-8.764,3.698,-14.342,4.263,95.3,15.478,17.815,0.034,-9.777,0.781,3.127,-30.254,15.478,8.5,24.242
alive,962.0,968.0,91.0,377.0,45.0,-41.0,186.0,4985.1771,1900.0,5023.0,1728.0,286.0,932.0,425.0,161.0,1900.0,2819.0,1523.0
alive,16.152,27.126,2.119,2.093,8.435,-0.692,4.267,27.0891,39.461,22.03,2.791,-0.026,12.335,7.575,0.607,39.461,11.661,37.368
alive,33.97,33.588,2.186,-8.924,12.664,-18.325,7.509,4.6137,52.561,38.279,2.608,-11.11,18.973,12.475,-18.431,52.561,15.083,61.485
alive,6856.0,2031.0,198.0,1110.0,126.0,76.0,1009.0,17510.54,5911.0,9865.0,1541.0,912.0,3880.0,3623.0,-288.0,5911.0,7798.0,4801.0
alive,9.295,1.154,0.032,1.665,0.157,1.127,0.268,154.245,4.184,9.361,0.0,1.633,3.03,0.405,2.3,4.184,0.405,2.519
alive,382.113,140.192,6.262,76.088,75.959,44.693,79.332,1199.4995,311.979,450.423,204.369,69.826,171.787,70.337,8.688,311.979,285.581,235.891
failed,2.73,9.438,1.717,-6.78,0.265,-6.337,0.118,24.4312,2.658,7.064,0.986,-8.497,-6.78,18.264,-94.188,2.658,25.029,9.438
alive,101.418,193.685,2.871,-8.711,4.333,-13.625,34.197,93.0088,234.383,108.28,0.346,-11.582,40.698,39.408,-237.539,234.383,41.929,243.094
failed,120.03,171.685,9.574,11.943,66.124,2.177,3.475,204.4289,283.567,253.808,0.0,2.369,111.882,27.602,234.35,283.567,29.212,271.624
failed,0.007,0.519,0.029,-0.474,0.0,-0.595,0.0,4.7471,0.045,0.139,1.065,-0.503,-0.474,1.768,-22.507,0.045,2.833,0.519
failed,579.147,643.25,140.576,277.334,50.748,105.616,272.467,3104.7786,1055.388,3748.116,700.0,136.758,412.138,183.589,2418.552,1055.388,1234.172,778.054
failed,639.465,455.664,15.545,32.973,611.488,-10.049,15.383,17.9634,835.892,737.088,200.0,17.428,380.228,416.709,45.632,835.892,623.58,802.919
failed,7.641,26.457,0.188,0.261,1.695,5.844,3.691,3.6975,37.099,22.376,0.768,0.073,10.642,6.189,-47.429,37.099,6.957,36.838
alive,2653.0,1429.0,335.0,306.0,759.0,-126.0,308.0,2618.5373,1922.0,5699.0,2395.0,-29.0,493.0,363.0,789.0,1922.0,3262.0,1616.0
failed,218.285,506.413,3.414,31.799,64.372,21.83,131.799,487.794,580.744,291.704,4.013,28.385,74.331,167.375,64.637,580.744,171.388,548.945
failed,137.762,372.638,2.127,24.294,35.012,15.075,90.071,340.2372,429.118,187.47,1.67,22.167,56.48,102.746,30.29,429.118,104.416,404.824
failed,439.94,1731.041,65.78,125.291,155.463,34.923,0.0,1059.1149,2386.178,740.844,0.0,59.511,655.137,203.506,193.514,2386.178,330.48,2260.887
alive,8.29,17.964,0.186,-16.475,0.0,-15.989,0.0,5.9381,1.489,8.436,0.0,-16.661,-16.475,1.036,-292.479,1.489,1.036,17.964
failed,34.948,272.754,6.652,11.976,16.236,0.88,6.166,14.054,346.795,144.238,75.005,5.324,74.041,31.447,6.527,346.795,115.27,334.819
failed,7.448,16.341,0.884,-30.583,2.564,-31.43,1.473,267.2803,10.665,10.231,34.656,-31.467,-5.676,9.099,-465.221,10.665,56.291,41.248
alive,222.4,474.0,28.3,63.4,82.1,62.5,117.4,523.0892,594.3,744.7,282.3,35.1,120.3,129.5,-39.8,594.3,559.8,530.9
alive,350.569,754.571,32.468,181.155,129.451,83.698,175.23,1272.7488,1040.542,1030.006,279.636,148.687,285.971,261.42,430.012,1040.542,609.825,859.387
failed,432.675,292.701,14.364,51.696,24.362,12.994,146.508,509.012,480.529,537.86,0.0,37.332,187.828,112.087,97.519,480.529,128.994,428.833
alive,66.98,22.811,10.5,23.978,0.0,8.454,23.485,364.3783,100.342,179.844,0.022,13.478,77.531,26.654,-140.71,100.342,30.223,76.364
failed,32.127,27.576,31.509,66.39,3.324,12.691,23.548,493.475,112.463,664.349,6.6,34.881,84.887,38.531,12.529,112.463,136.367,46.073
alive,42.767,73.462,0.499,1.972,24.235,0.555,16.234,7.3794,90.947,55.065,3.143,1.473,17.485,26.859,7.422,90.947,31.125,88.975
failed,16.352,37.674,1.072,-3.83,6.589,-8.012,4.862,4.8897,49.816,28.671,4.554,-4.902,12.142,22.832,-6.859,49.816,27.566,53.646
failed,23.532,20.954,3.461,-13.722,3.401,-22.755,3.605,53.516,44.956,42.941,5.21,-17.183,24.002,7.281,-19.027,44.956,13.341,58.678
failed,415.586,496.291,17.549,93.835,326.511,26.521,54.533,125.3361,1000.12,606.389,225.0,76.286,503.829,235.312,58.023,1000.12,472.049,906.285
failed,102.276,138.354,18.319,9.044,0.0,55.151,84.71,623.6866,185.154,395.406,435.0,-9.275,46.8,68.563,-203.443,185.154,588.217,176.11
alive,71.891,38.782,5.203,-5.442,16.419,-12.03,7.119,153.0318,81.275,82.442,0.0,-10.645,42.493,12.867,-72.032,81.275,12.867,86.717
failed,949.348,1617.205,311.514,149.298,312.647,-359.003,281.763,1040.6721,1860.631,5590.86,2769.622,-162.216,243.426,479.901,-861.188,1860.631,4838.166,1711.333
failed,160.765,377.935,21.596,27.243,0.0,1.684,138.865,571.2998,558.875,368.751,18.634,5.647,180.94,58.827,52.684,558.875,77.461,531.632
failed,0.846,1.774,0.019,-1.767,0.0,0.346,0.0,40.5167,0.007,3.892,0.0,-1.786,-1.767,3.78,-42.982,0.007,3.855,1.774
alive,1664.064,1742.824,107.985,362.612,517.056,158.198,780.874,2835.4618,2648.385,3208.452,765.114,254.627,905.561,722.804,1241.073,2648.385,1861.037,2285.773
alive,132.145,406.555,4.6,58.99,0.0,97.09,123.049,1368.6128,592.455,1490.331,228.0,54.39,185.9,69.316,598.997,592.455,307.816,533.465
alive,195.818,36.285,1.042,-32.816,0.0,-59.209,1.063,375.7095,3.469,203.008,0.562,-33.858,-32.816,5.199,-76.768,3.469,38.453,36.285
alive,339.2,608.1,182.8,417.9,0.0,45.8,159.9,2611.6398,1026.0,3762.0,1506.8,235.1,417.9,227.1,64.9,1026.0,1822.6,608.1
alive,249.355,279.392,22.072,30.061,33.448,-1.779,5.222,513.8327,493.274,441.122,0.0,7.989,213.882,44.658,214.34,493.274,84.869,463.213
alive,2056.7,2288.2,184.4,858.9,525.1,406.0,474.9,4191.2,5018.9,4356.5,483.0,674.5,2730.7,674.1,2592.3,5018.9,1621.4,4160.0
alive,0.463,0.017,0.007,-3.108,0.007,-19.022,0.001,45.3747,0.027,0.567,0.0,-3.115,0.01,0.587,-20.662,0.027,0.587,3.135
